Class Index,Title,Description,desc_length,clean_desc
4,Microsoft #39;s CEO Steve Ballmer: We need a \$100 PC,"What #39;s one of Steve Ballmer #39;s biggest headaches? It #39;s not Linux or security breaches. It #39;s piracy, the Microsoft CEO said Wednesday.",24,39 one steve ballmer 39 biggest headach 39 linux secur breach 39 piraci microsoft ceo said wednesday
3,first profit since merger,"Corus, Britain #39;s biggest steelmaker, yesterday reported its first profits since the merger of British Steel and Dutch rival Hoogovens five years ago.",23,coru britain 39 biggest steelmak yesterday report first profit sinc merger british steel dutch rival hoogoven five year ago
3,Nikkei Up as Economic Optimism Grows," TOKYO (Reuters) - Japan's Nikkei average rose 0.39 percent  by midsession on Friday, bolstered by solid gains in stocks  dependent on domestic business such as Kao Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=4452.T target=/stocks/quickinfo/fullquote""&gt;4452.T&lt;/A&gt;.",30,tokyo reuter japan nikkei averag rose 039 percent midsess friday bolster solid gain stock depend domest busi kao corp lta hrefhttpwwwinvestorreuterscomfullquoteaspxticker4452t targetstocksquickinfofullquotegt4452tltagt
3,Italy's Parmalat sues ex-auditors,Parmalat issues proceedings against its ex-auditors over their dealings with the insolvent group before its near collapse,17,parmalat issu proceed exauditor deal insolv group near collaps
1,"Vote counting under way in Afghan election, Karzai expected to win","KABUL, Afghanistan Early results show interim Afghan president Hamid Karzai leading in that country #39;s first free presidential election.",19,kabul afghanistan earli result show interim afghan presid hamid karzai lead countri 39 first free presidenti elect
4,"Arctic warming is good news for oil companies, but not for &lt;b&gt;...&lt;/b&gt;",Scientists have worries about the Arctic warming as they have determined that the ice in Greenland and the Arctic is melting too rapidly .,24,scientist worri arctic warm determin ice greenland arctic melt rapidli
2,Ireland to tour Japan,Ireland have set up a summer tour to Japan to coincide with the Lions trip to New Zealand. The Irish will play two Tests in Tokyo plus one warm-up game which has still to be decided.,36,ireland set summer tour japan coincid lion trip new zealand irish play two test tokyo plu one warmup game still decid
4,P2P Battle Reaches FTC,"The trade commission hears what's right and wrong with file sharing, but there's no guarantee it will institute regulations. Michael Grebb reports from Washington.",24,trade commiss hear what right wrong file share there guarante institut regul michael grebb report washington
2,Vijay doesn #39;t care if you like him; he #39;s No. 1 now," #39; #39;You guys look so sad, #39; #39; he told reporters after winning the Deutsche Bank Championship on Sunday.  #39; #39;Man, come on, it #39;s not the end of the world.",31,39 39you guy look sad 39 39 told report win deutsch bank championship sunday 39 39man come 39 end world
4,"Wireless to Drive Internet Growth, Tech Leaders Say","Wireless services will lead the next growth phase of the Internet as venture capitalists who helped fund the early boom open their wallets again, industry leaders said Monday.",28,wireless servic lead next growth phase internet ventur capitalist help fund earli boom open wallet industri leader said monday
3,US economic indicators fall; new jobless claims rise,"A gauge of future business activity fell in August, indicating company managers and US consumers remain uncertain about the economy.",20,gaug futur busi activ fell august indic compani manag us consum remain uncertain economi
4,Why The Open-Source Model Can Work In India,An Indian Institute of Technology professor--and open-source evangelist--discusses the role of Linux and open source in India. By Larry Greenemeier.,20,indian institut technolog professorand opensourc evangelistdiscuss role linux open sourc india larri greenemei
3,Hynix Under Investigation for Cooking Books,It has been revealed that Hynix Semiconductor (formerly Hyundai Electronics) cooked the books to nearly W2 trillion during the latter half of the 1990s and corrected the total misstated amount over several years.,33,reveal hynix semiconductor formerli hyundai electron cook book nearli w2 trillion latter half 1990 correct total misstat amount sever year
2,Scoring leaders,"THE GIRLS Following are the leading scorers in EMass. Information is supplied by league representatives. PLAYER G A Pts 1. J. Vickers, Norwell 32 14 46 2. J. Leaverton, Feehan 26 13 39 3. B. Hogan, Bp. Feehan 26 12 38 3. J. Powers, Andover 24 14 38 5. M. Sheehan, Belmont 21 16 37 5. S. Leonard, Rockland 20 ...",61,girl follow lead scorer emass inform suppli leagu repres player g pt 1 j vicker norwel 32 14 46 2 j leaverton feehan 26 13 39 3 b hogan bp feehan 26 12 38 3 j power andov 24 14 38 5 sheehan belmont 21 16 37 5 leonard rockland 20
4,Pakistani firms answer call for cell phones,"Tens of thousands of Pakistanis endured hours of stifling heat this week to accept an offer of free mobile phone connections, a sign of the pent-up demand in a country where cell phone usage has remained low. ",37,ten thousand pakistani endur hour stifl heat week accept offer free mobil phone connect sign pentup demand countri cell phone usag remain low
3,Google Reports First Profit as Public Company,"Google's third-quarter profit more than doubled, reflecting a continued surge in the online advertising distributed by its Internet-leading search engine.",20,googl thirdquart profit doubl reflect continu surg onlin advertis distribut internetlead search engin
1,Freed UN electoral workers in Afghanistan look forward to resuming &lt;b&gt;...&lt;/b&gt;,24 November 2004 - Three United Nations election workers freed yesterday nearly a month after being abducted in Afghanistan today thanked the Afghan people for the support shown during their ordeal and said they were looking forward to getting back to ,41,24 novemb 2004 three unit nation elect worker freed yesterday nearli month abduct afghanistan today thank afghan peopl support shown ordeal said look forward get back
3,Martha Stewart starts prison term,US lifestyle guru Martha Stewart begins a five-month prison term for lying about her investments.,15,us lifestyl guru martha stewart begin fivemonth prison term lie invest
4,"World Follows U.S. Race by Internet, TV (AP)","AP - Satellites and telephone wires bring the battle for the White House to an Internet cafe 7,200 miles away in Addis Ababa, capital of Ethiopia, where Girma Hagos goes for his daily dose of U.S. election news.",38,ap satellit telephon wire bring battl white hous internet cafe 7200 mile away addi ababa capit ethiopia girma hago goe daili dose us elect news
1,UN Report: Anti-Terror War Still Losing,"The worldwide war on terror is still on the lose-side, as al-Qaeda is still posing as big a threat as ever, according to an alarming United Nations report.",28,worldwid war terror still losesid alqaeda still pose big threat ever accord alarm unit nation report
1,Zimbabwe deports South African trade union fact finders,"HARARE : Zimbabwean immigration officials ordered a fact-finding mission from South Africa #39;s biggest trade union movement to leave after they defied a government ban, the leader of the South African team said.",33,harar zimbabwean immigr offici order factfind mission south africa 39 biggest trade union movement leav defi govern ban leader south african team said
1,Africa 'better in colonial times',"The average African is worse off now than during the colonial era, says the brother of South Africa's President Thabo Mbeki.",21,averag african wors coloni era say brother south africa presid thabo mbeki
4,Krill decline raises concern for Antarctics food chain,"the heart of the rich Antarctic food chain that nourishes whales, seals and penguins -ave declined by more than 80 percent in the past 25 years in key ocean regions, according ",31,heart rich antarct food chain nourish whale seal penguin ave declin 80 percent past 25 year key ocean region accord
4,ANALYSIS: Hollywood studios fire heavy salvo in DVD format war,"True, Monday #39;s thunderbolt from Tinseltown may not be enough to settle the DVD format war. But in a synchronized cluster bomb of press releases, the powerful content producers have sent a clear message to ",35,true monday 39 thunderbolt tinseltown may enough settl dvd format war synchron cluster bomb press releas power content produc sent clear messag
